Supplier_ID,Product_Category,Lead_Time_Days,On_Time_Delivery_%,Defect_Rate_%,Price_Variance_%,Order_Quantity,Distance_KM,Supplier_Risk_Score,Delivery_Score,Quality_Score,Cost_Score,Logistics_Score,Risk_Adjusted_Score,Supplier_Final_Score,Rank,Category,Supplier_Final_Score_AHP,Rank_AHP,Cost_Heavy_Score,Simulated_Delay,Stress_Score
88,Electronics,19,88.96,5.9,6.45,4521,1693,8.2,88.96,41.0,67.75,66.14,18.0,57.3145,855.0,Low Performer,62.25344513765804,807.0,59.0185,29.617007459269946,54.58574813518251
89,Furniture,2,71.75,7.0,-7.07,4798,1354,8.61,71.75,30.0,64.65,72.92,13.900000000000006,48.7945,986.0,Low Performer,52.56248053881602,988.0,52.35450000000001,2.0480810268368477,53.40047974329079
90,Food,15,74.25,3.9,9.99,3389,734,6.72,74.25,61.0,50.05,85.32,32.8,60.1245,767.0,Medium Performer,62.26212038284295,806.0,58.01950000000001,13.621733224550557,63.607066693862365
91,Food,20,78.24,6.66,-6.92,598,442,1.37,78.24,33.400000000000006,65.4,91.16,86.3,68.008,435.0,Medium Performer,67.24939558076332,600.0,67.279,15.949512333920918,70.49762191651978
92,Electronics,16,87.91,4.66,7.46,4137,118,2.86,87.91,53.4,62.7,97.64,71.4,73.172,221.0,Medium Performer,73.82818518255937,271.0,70.68100000000001,19.51824607012051,73.29793848246987
93,Food,19,90.28,5.28,0.4,122,650,9.33,90.28,47.199999999999996,98.0,87.0,6.700000000000003,63.62400000000001,650.0,Medium Performer,69.34565624483044,499.0,71.50099999999999,21.9738177350421,55.55154556623947
94,Food,3,83.28,4.45,2.85,248,1555,4.3,83.28,55.5,85.75,68.9,57.0,70.0115,346.0,Medium Performer,72.15748042065461,346.0,73.2085,4.218573989487804,72.89035650262805
95,Electronics,23,83.37,3.97,12.58,3251,1080,1.93,83.37,60.3,37.1,78.4,80.7,69.631,363.0,Medium Performer,69.36004421599905,496.0,61.664,30.410988991849518,73.48975275203762
96,Food,18,91.74,2.26,12.25,1831,388,7.32,91.74,77.4,38.75,92.24,26.799999999999997,67.2685,478.0,Medium Performer,70.72800827129858,415.0,60.6345,22.644724408506136,68.32381889787347
97,Pharma,19,70.47,2.77,10.45,621,1860,3.7,70.47,72.3,47.75,62.8,63.0,65.2585,573.0,Medium Performer,65.56754864705186,675.0,60.9965,21.768804657241553,71.0002988356896
98,Apparel,7,80.23,2.67,2.75,840,1129,3.42,80.23,73.3,86.25,77.42,65.8,76.23349999999999,134.0,Medium Performer,77.33222280515182,157.0,78.50550000000001,9.953968181076732,77.34400795473081
99,Apparel,20,94.56,4.72,8.41,1688,967,9.98,94.56,52.800000000000004,57.95,80.66,0.19999999999998863,58.3665,823.0,Low Performer,64.36789306392532,728.0,57.85050000000001,31.469559607010133,54.02261009824747
100,Electronics,5,88.1,1.4,2.82,1881,112,8.72,88.1,86.0,85.9,97.76,12.799999999999997,73.151,223.0,Medium Performer,77.7408571901217,146.0,76.581,7.008979199129904,69.97275520021752
101,Furniture,2,80.12,7.38,11.74,1905,901,4.67,80.12,26.200000000000003,41.3,81.98,53.3,55.638999999999996,892.0,Low Performer,57.017614486588684,936.0,51.912,2.214587347660316,64.35135316308492
102,Electronics,9,97.17,5.9,0.07,1224,863,9.82,97.17,41.0,99.65,82.74,1.7999999999999972,62.982499999999995,682.0,Medium Performer,69.67873966678484,481.0,71.0555,12.206817996987915,56.940795500753026
103,Furniture,24,93.18,3.51,14.26,3790,1179,6.85,93.18,64.9,28.700000000000003,76.42,31.5,62.426,698.0,Medium Performer,65.94183830792863,660.0,54.02800000000001,26.869969317757366,65.67750767056066
104,Apparel,8,77.95,1.69,13.31,3327,1913,7.68,77.95,83.1,33.45,61.74,23.200000000000003,59.991499999999995,770.0,Low Performer,63.17913690180787,764.0,53.5715,7.831892294624041,69.104526926344
105,Electronics,4,89.36,7.11,8.54,228,1975,1.28,89.36,28.89999999999999,57.300000000000004,60.5,87.2,66.118,535.0,Medium Performer,66.69044400330851,629.0,62.83699999999999,4.080768750302443,75.34480781242439
106,Pharma,11,87.87,6.68,-3.01,2294,1961,2.09,87.87,33.2,84.95,60.78,79.1,69.3015,378.0,Medium Performer,70.64389712867776,424.0,71.8895,12.41200751089696,71.93949812227575
107,Food,11,82.04,5.91,-6.71,4136,1060,6.7,82.04,40.9,66.45,78.8,33.0,59.28450000000001,789.0,Low Performer,62.45904258537162,799.0,60.67550000000001,13.428711293719797,60.62782217657005
108,Furniture,20,81.01,2.54,11.37,784,1765,9.09,81.01,74.6,43.150000000000006,64.7,9.099999999999994,57.715500000000006,841.0,Low Performer,62.14987292922132,810.0,54.0595,32.242324610301836,58.11691884742454
109,Food,15,80.31,3.52,-5.87,848,539,6.61,80.31,64.8,70.65,89.22,33.89999999999999,66.5925,510.0,Medium Performer,69.30836575682382,502.0,67.75649999999999,15.354931573164396,65.9137671067089
110,Food,3,88.51,1.27,11.36,837,688,2.21,88.51,87.3,43.2,86.24,77.9,79.06200000000001,74.0,Medium Performer,79.15368075150656,109.0,70.59100000000001,4.394093093814797,87.3289767265463
111,Electronics,2,83.27,1.92,2.27,2845,1978,2.04,83.27,80.8,88.65,60.44,79.6,80.4425,51.0,Top Performer,81.24345442514473,64.0,81.82549999999999,2.2730961793229723,85.34922595516926
112,Food,24,94.96,6.37,0.16,4354,998,8.6,94.96,36.3,99.2,80.03999999999999,14.0,63.24699999999999,668.0,Medium Performer,69.06877728937728,509.0,71.076,19.12135206026235,56.53466198493441
113,Pharma,24,90.09,5.86,12.58,4638,1115,2.25,90.09,41.4,37.1,77.7,77.5,66.212,532.0,Medium Performer,66.755340352121,622.0,58.678000000000004,26.372515185934375,70.6543712035164
114,Food,19,72.1,4.95,5.1,3134,437,5.68,72.1,50.5,74.5,91.26,43.2,63.196,671.0,Medium Performer,64.77618603332151,709.0,66.20100000000001,27.271448574037223,59.63213785649069
115,Electronics,8,89.21,7.22,4.42,2968,1617,1.33,89.21,27.799999999999997,77.9,67.66,86.7,69.50399999999999,370.0,Medium Performer,70.24294044665011,448.0,70.438,10.151471230926777,73.38963219226831
116,Pharma,9,78.13,4.87,3.97,781,831,1.73,78.13,51.3,80.15,83.38,82.7,73.1645,222.0,Medium Performer,72.91579345385796,310.0,74.6815,11.528012157595121,75.15049696060122
117,Apparel,2,87.78,4.0,-0.72,1179,1512,7.05,87.78,60.0,96.4,69.76,29.5,68.67,402.0,Medium Performer,73.02486177478436,303.0,74.697,2.931401603537752,68.58714959911556
118,Food,24,90.4,3.05,9.64,3496,1799,7.2,90.4,69.5,51.8,64.02000000000001,28.0,64.267,611.0,Medium Performer,68.36171485288905,541.0,60.712,23.825585813108507,66.01860354672287
119,Electronics,4,76.92,7.55,-3.68,1655,1195,4.07,76.92,24.5,81.6,76.1,59.3,60.911,746.0,Medium Performer,62.36498584426326,803.0,65.34899999999999,3.9585996559261996,64.19035008601846
120,Apparel,24,83.71,1.12,13.47,3828,1872,2.94,83.71,88.8,32.64999999999999,62.56,70.6,72.5865,238.0,Medium Performer,73.12344653196266,297.0,62.775499999999994,17.934102675377165,81.29397433115571
121,Apparel,9,75.71,7.48,12.35,2795,941,8.32,75.71,25.19999999999999,38.25,81.18,16.799999999999997,46.2285,997.0,Low Performer,49.58614838709676,997.0,44.207499999999996,12.378747728237013,51.33281306794075
122,Furniture,23,71.57,6.7,-1.56,3220,1435,2.95,71.57,33.0,92.2,71.3,70.5,64.781,592.0,Medium Performer,65.32613898144865,686.0,70.889,30.187427474696175,61.22064313132596
123,Pharma,16,81.35,1.47,8.24,4739,1541,5.88,81.35,85.3,58.8,69.18,41.2,69.708,358.0,Medium Performer,72.1931129859388,345.0,67.008,21.516692862691563,71.5833267843271
124,Food,6,80.89,4.74,4.33,2983,1071,9.71,80.89,52.599999999999994,78.35,78.58,2.8999999999999915,57.6075,844.0,Low Performer,62.7376429871204,787.0,62.4135,5.780386531131864,57.65240336721703
125,Electronics,4,99.86,7.0,-1.56,1265,1988,2.33,99.86,30.0,92.2,60.24,76.7,72.652,234.0,Medium Performer,75.1809851352948,218.0,75.77099999999999,3.516600835264118,75.76084979118397
126,Furniture,20,83.39,4.79,14.71,374,520,9.47,83.39,52.1,26.44999999999999,89.6,5.299999999999997,52.029500000000006,956.0,Low Performer,56.23310308401276,947.0,46.1105,18.72152676626667,55.51711830843334
127,Pharma,2,80.01,7.3,-9.37,1900,402,2.65,80.01,27.0,53.150000000000006,91.96000000000001,73.5,62.6215,691.0,Medium Performer,62.6547590688881,793.0,60.225500000000004,2.030971091056518,69.61975722723588
128,Furniture,16,87.41,7.57,-3.68,1540,722,6.11,87.41,24.299999999999997,81.6,85.56,38.9,60.873999999999995,750.0,Medium Performer,64.22600035448421,734.0,65.29299999999999,24.172668508521134,56.60933287286972
129,Pharma,9,72.66,3.67,3.0,943,503,4.39,72.66,63.3,85.0,89.94,56.1,70.587,313.0,Medium Performer,71.50107659222498,378.0,74.351,12.600228102808503,69.86494297429788
130,Pharma,3,98.85,3.33,3.05,1440,1233,9.68,98.85,66.7,84.75,75.34,3.200000000000003,67.2165,480.0,Medium Performer,73.77501684981685,274.0,70.7865,3.3250676156278076,66.35623309609305
